ID_VALDA,FIN_VALDA,INI_VALDA,ID_DATO,ID_UNIDAD,ID_MUN,VAL_VALDA,ID_DEPTO
775678,2005-12-31,2005-01-01,190,4,,0.53300,TO
775677,2005-12-31,2005-01-01,190,4,,0.84250,99
775676,2005-12-31,2005-01-01,190,4,,0.88480,97
775675,2005-12-31,2005-01-01,190,4,,0.61270,95
775674,2005-12-31,2005-01-01,190,4,,0.81090,94
775673,2005-12-31,2005-01-01,190,4,,0.58850,91
775672,2005-12-31,2005-01-01,190,4,,0.15310,88
775671,2005-12-31,2005-01-01,190,4,,0.44130,86
775670,2005-12-31,2005-01-01,190,4,,0.57640,85
775669,2005-12-31,2005-01-01,190,4,,0.64950,81
775668,2005-12-31,2005-01-01,190,4,,0.25790,76
775667,2005-12-31,2005-01-01,190,4,,0.50840,73
775666,2005-12-31,2005-01-01,190,4,,0.69520,70
775665,2005-12-31,2005-01-01,190,4,,0.45350,68
775664,2005-12-31,2005-01-01,190,4,,0.31330,66
775663,2005-12-31,2005-01-01,190,4,,0.22280,63
775662,2005-12-31,2005-01-01,190,4,,0.58190,54
775661,2005-12-31,2005-01-01,190,4,,0.59390,52
775660,2005-12-31,2005-01-01,190,4,,0.44380,50
775659,2005-12-31,2005-01-01,190,4,,0.64980,47
775658,2005-12-31,2005-01-01,190,4,,0.91890,44
775657,2005-12-31,2005-01-01,190,4,,0.48790,41
775656,2005-12-31,2005-01-01,190,4,,0.75230,27
775655,2005-12-31,2005-01-01,190,4,,0.32150,25
775654,2005-12-31,2005-01-01,190,4,,0.76100,23
775653,2005-12-31,2005-01-01,190,4,,0.66780,20
775652,2005-12-31,2005-01-01,190,4,,0.61590,19
775651,2005-12-31,2005-01-01,190,4,,0.58980,18
775650,2005-12-31,2005-01-01,190,4,,0.28940,17
775649,2005-12-31,2005-01-01,190,4,,0.48970,15
775648,2005-12-31,2005-01-01,190,4,,0.66920,13
775647,2005-12-31,2005-01-01,190,4,,0.27840,11
775646,2005-12-31,2005-01-01,190,4,,0.42200,08
775645,2005-12-31,2005-01-01,190,4,,0.47170,05
775644,2005-12-31,2005-01-01,190,4,00000,0.53300,
775643,2005-12-31,2005-01-01,190,4,99773,0.90750,
775642,2005-12-31,2005-01-01,190,4,99624,0.74200,
775641,2005-12-31,2005-01-01,190,4,99524,1.00000,
775640,2005-12-31,2005-01-01,190,4,99001,0.64990,
775639,2005-12-31,2005-01-01,190,4,97889,0.78770,
775638,2005-12-31,2005-01-01,190,4,97777,1.00000,
775637,2005-12-31,2005-01-01,190,4,97666,0.94350,
775636,2005-12-31,2005-01-01,190,4,97511,1.00000,
775635,2005-12-31,2005-01-01,190,4,97161,0.00000,
775634,2005-12-31,2005-01-01,190,4,97001,0.90890,
775633,2005-12-31,2005-01-01,190,4,95200,0.49330,
775632,2005-12-31,2005-01-01,190,4,95025,1.00000,
775631,2005-12-31,2005-01-01,190,4,95015,0.58600,
775630,2005-12-31,2005-01-01,190,4,95001,0.76100,
775629,2005-12-31,2005-01-01,190,4,94888,1.00000,
775628,2005-12-31,2005-01-01,190,4,94887,1.00000,
775627,2005-12-31,2005-01-01,190,4,94886,1.00000,
775626,2005-12-31,2005-01-01,190,4,94885,1.00000,
775625,2005-12-31,2005-01-01,190,4,94884,0.97790,
775624,2005-12-31,2005-01-01,190,4,94883,1.00000,
775623,2005-12-31,2005-01-01,190,4,94663,1.00000,
775622,2005-12-31,2005-01-01,190,4,94343,1.00000,
775621,2005-12-31,2005-01-01,190,4,94001,0.84620,
775620,2005-12-31,2005-01-01,190,4,91798,0.57910,
775619,2005-12-31,2005-01-01,190,4,91669,1.00000,
775618,2005-12-31,2005-01-01,190,4,91540,0.68380,
775617,2005-12-31,2005-01-01,190,4,91536,0.71180,
775616,2005-12-31,2005-01-01,190,4,91530,1.00000,
775615,2005-12-31,2005-01-01,190,4,91460,1.00000,
775614,2005-12-31,2005-01-01,190,4,91430,1.00000,
775613,2005-12-31,2005-01-01,190,4,91407,0.58800,
775612,2005-12-31,2005-01-01,190,4,91405,0.52840,
775611,2005-12-31,2005-01-01,190,4,91263,1.00000,
775610,2005-12-31,2005-01-01,190,4,91001,0.52810,
775609,2005-12-31,2005-01-01,190,4,88564,0.16990,
775608,2005-12-31,2005-01-01,190,4,88001,0.15020,
775607,2005-12-31,2005-01-01,190,4,86885,0.46240,
775606,2005-12-31,2005-01-01,190,4,86865,0.42860,
775605,2005-12-31,2005-01-01,190,4,86760,0.49350,
775604,2005-12-31,2005-01-01,190,4,86757,0.40950,
775603,2005-12-31,2005-01-01,190,4,86755,0.32040,
775602,2005-12-31,2005-01-01,190,4,86749,0.26940,
775601,2005-12-31,2005-01-01,190,4,86573,0.49430,
775600,2005-12-31,2005-01-01,190,4,86571,1.00000,
775599,2005-12-31,2005-01-01,190,4,86569,0.47030,
775598,2005-12-31,2005-01-01,190,4,86568,0.41910,
775597,2005-12-31,2005-01-01,190,4,86320,0.56600,
775596,2005-12-31,2005-01-01,190,4,86219,0.23480,
775595,2005-12-31,2005-01-01,190,4,86001,0.34110,
775594,2005-12-31,2005-01-01,190,4,85440,0.56830,
775593,2005-12-31,2005-01-01,190,4,85430,0.62040,
775592,2005-12-31,2005-01-01,190,4,85410,0.41640,
775591,2005-12-31,2005-01-01,190,4,85400,0.84030,
775590,2005-12-31,2005-01-01,190,4,85325,0.60270,
775589,2005-12-31,2005-01-01,190,4,85315,0.64380,
775588,2005-12-31,2005-01-01,190,4,85300,0.37370,
775587,2005-12-31,2005-01-01,190,4,85279,0.49490,
775586,2005-12-31,2005-01-01,190,4,85263,0.68970,
775585,2005-12-31,2005-01-01,190,4,85250,0.62570,
775584,2005-12-31,2005-01-01,190,4,85230,0.77500,
775583,2005-12-31,2005-01-01,190,4,85225,0.70620,
775582,2005-12-31,2005-01-01,190,4,85162,0.33550,
775581,2005-12-31,2005-01-01,190,4,85139,0.44870,
775580,2005-12-31,2005-01-01,190,4,85136,0.67670,
775579,2005-12-31,2005-01-01,190,4,85125,0.66720,
775578,2005-12-31,2005-01-01,190,4,85015,0.72260,
775577,2005-12-31,2005-01-01,190,4,85010,0.38910,
775576,2005-12-31,2005-01-01,190,4,85001,0.49100,
775575,2005-12-31,2005-01-01,190,4,81794,1.00000,
775574,2005-12-31,2005-01-01,190,4,81736,0.63160,
775573,2005-12-31,2005-01-01,190,4,81591,0.00000,
775572,2005-12-31,2005-01-01,190,4,81300,1.00000,
775571,2005-12-31,2005-01-01,190,4,81220,0.61580,
775570,2005-12-31,2005-01-01,190,4,81065,0.00000,
775569,2005-12-31,2005-01-01,190,4,81001,0.62610,
775568,2005-12-31,2005-01-01,190,4,76895,0.22030,
775567,2005-12-31,2005-01-01,190,4,76892,0.17460,
775566,2005-12-31,2005-01-01,190,4,76890,0.35170,
775565,2005-12-31,2005-01-01,190,4,76869,0.30600,
775564,2005-12-31,2005-01-01,190,4,76863,0.26230,
775563,2005-12-31,2005-01-01,190,4,76845,0.26030,
775562,2005-12-31,2005-01-01,190,4,76834,0.29310,
775561,2005-12-31,2005-01-01,190,4,76828,0.25220,
775560,2005-12-31,2005-01-01,190,4,76823,0.36110,
775559,2005-12-31,2005-01-01,190,4,76736,0.25420,
775558,2005-12-31,2005-01-01,190,4,76670,0.19110,
775557,2005-12-31,2005-01-01,190,4,76622,0.25810,
775556,2005-12-31,2005-01-01,190,4,76616,0.30040,
775555,2005-12-31,2005-01-01,190,4,76606,0.29330,
775554,2005-12-31,2005-01-01,190,4,76563,0.30200,
775553,2005-12-31,2005-01-01,190,4,76520,0.23640,
775552,2005-12-31,2005-01-01,190,4,76497,0.29090,
775551,2005-12-31,2005-01-01,190,4,76403,0.27180,
775550,2005-12-31,2005-01-01,190,4,76400,0.25660,
775549,2005-12-31,2005-01-01,190,4,76377,0.24900,
775548,2005-12-31,2005-01-01,190,4,76364,0.31770,
775547,2005-12-31,2005-01-01,190,4,76318,0.24440,
775546,2005-12-31,2005-01-01,190,4,76306,0.22960,
775545,2005-12-31,2005-01-01,190,4,76275,0.30330,
775544,2005-12-31,2005-01-01,190,4,76250,0.28190,
775543,2005-12-31,2005-01-01,190,4,76248,0.17500,
775542,2005-12-31,2005-01-01,190,4,76246,0.34290,
775541,2005-12-31,2005-01-01,190,4,76243,0.30510,
775540,2005-12-31,2005-01-01,190,4,76233,0.26880,
775539,2005-12-31,2005-01-01,190,4,76147,0.26420,
775538,2005-12-31,2005-01-01,190,4,76130,0.12120,
775537,2005-12-31,2005-01-01,190,4,76126,0.25460,
775536,2005-12-31,2005-01-01,190,4,76122,0.18630,
775535,2005-12-31,2005-01-01,190,4,76113,0.29180,
775534,2005-12-31,2005-01-01,190,4,76111,0.25560,
775533,2005-12-31,2005-01-01,190,4,76109,0.44140,
775532,2005-12-31,2005-01-01,190,4,76100,0.35870,
775531,2005-12-31,2005-01-01,190,4,76054,0.29600,
775530,2005-12-31,2005-01-01,190,4,76041,0.30330,
775529,2005-12-31,2005-01-01,190,4,76036,0.19360,
775528,2005-12-31,2005-01-01,190,4,76020,0.32570,
775527,2005-12-31,2005-01-01,190,4,76001,0.18900,
775526,2005-12-31,2005-01-01,190,4,73873,0.41610,
775525,2005-12-31,2005-01-01,190,4,73870,0.33030,
775524,2005-12-31,2005-01-01,190,4,73861,0.42630,
775523,2005-12-31,2005-01-01,190,4,73854,0.56550,
775522,2005-12-31,2005-01-01,190,4,73770,0.62580,
775521,2005-12-31,2005-01-01,190,4,73686,0.29670,
775520,2005-12-31,2005-01-01,190,4,73678,0.52070,
775519,2005-12-31,2005-01-01,190,4,73675,0.58480,
775518,2005-12-31,2005-01-01,190,4,73671,0.36000,
775517,2005-12-31,2005-01-01,190,4,73624,0.57370,
775516,2005-12-31,2005-01-01,190,4,73622,0.38840,
775515,2005-12-31,2005-01-01,190,4,73616,0.72570,
775514,2005-12-31,2005-01-01,190,4,73585,0.43350,
