ID_VALDA,FIN_VALDA,INI_VALDA,ID_DATO,ID_UNIDAD,ID_MUN,VAL_VALDA,ID_DEPTO
709409,2004-12-31,2004-01-01,504,9,,0.02420,99
709408,2004-12-31,2004-01-01,504,9,,0.43090,97
709407,2004-12-31,2004-01-01,504,9,,0.14760,95
709406,2004-12-31,2004-01-01,504,9,,0.30720,94
709405,2004-12-31,2004-01-01,504,9,,0.61970,91
709404,2004-12-31,2004-01-01,504,9,,0.04270,88
709403,2004-12-31,2004-01-01,504,9,,0.36000,86
709402,2004-12-31,2004-01-01,504,9,,0.51410,85
709401,2004-12-31,2004-01-01,504,9,,0.38450,81
709400,2004-12-31,2004-01-01,504,9,,0.75540,76
709399,2004-12-31,2004-01-01,504,9,,0.58080,73
709398,2004-12-31,2004-01-01,504,9,,0.40060,70
709397,2004-12-31,2004-01-01,504,9,,0.56920,68
709396,2004-12-31,2004-01-01,504,9,,0.77800,66
709395,2004-12-31,2004-01-01,504,9,,0.89980,63
709394,2004-12-31,2004-01-01,504,9,,0.68990,54
709393,2004-12-31,2004-01-01,504,9,,0.33590,52
709392,2004-12-31,2004-01-01,504,9,,0.67530,50
709391,2004-12-31,2004-01-01,504,9,,0.26900,47
709390,2004-12-31,2004-01-01,504,9,,0.38270,44
709389,2004-12-31,2004-01-01,504,9,,0.56750,41
709388,2004-12-31,2004-01-01,504,9,,0.14770,27
709387,2004-12-31,2004-01-01,504,9,,0.58220,25
709386,2004-12-31,2004-01-01,504,9,,0.13340,23
709385,2004-12-31,2004-01-01,504,9,,0.56660,20
709384,2004-12-31,2004-01-01,504,9,,0.33700,19
709383,2004-12-31,2004-01-01,504,9,,0.41380,18
709382,2004-12-31,2004-01-01,504,9,,0.67010,17
709381,2004-12-31,2004-01-01,504,9,,0.43260,15
709380,2004-12-31,2004-01-01,504,9,,0.25730,13
709379,2004-12-31,2004-01-01,504,9,,0.25120,08
709378,2004-12-31,2004-01-01,504,9,,0.54340,05
709377,2004-12-31,2004-01-01,504,9,,0.49060,00
941433,2007-12-31,2007-01-01,504,4,66170,0.88110,
941432,2007-12-31,2007-01-01,504,4,66001,0.77870,
941431,2007-12-31,2007-01-01,504,4,63690,0.64240,
941430,2007-12-31,2007-01-01,504,4,63594,0.84820,
941429,2007-12-31,2007-01-01,504,4,63548,0.58760,
941428,2007-12-31,2007-01-01,504,4,63470,0.89880,
941427,2007-12-31,2007-01-01,504,4,63401,0.93640,
941426,2007-12-31,2007-01-01,504,4,63302,0.50650,
941425,2007-12-31,2007-01-01,504,4,63272,0.56110,
941424,2007-12-31,2007-01-01,504,4,63212,0.62710,
941423,2007-12-31,2007-01-01,504,4,63190,0.78670,
941422,2007-12-31,2007-01-01,504,4,63130,0.89430,
941421,2007-12-31,2007-01-01,504,4,63111,0.44620,
941420,2007-12-31,2007-01-01,504,4,63001,0.97640,
941419,2007-12-31,2007-01-01,504,4,54099,0.60440,
941418,2007-12-31,2007-01-01,504,4,54874,0.79540,
941417,2007-12-31,2007-01-01,504,4,54871,0.34220,
704085,2004-12-31,2004-01-01,504,9,13042,0.00140,
705024,2004-12-31,2004-01-01,504,9,99773,0.85810,
705023,2004-12-31,2004-01-01,504,9,99624,0.66960,
705022,2004-12-31,2004-01-01,504,9,99524,0.51410,
705021,2004-12-31,2004-01-01,504,9,99001,0.80370,
705020,2004-12-31,2004-01-01,504,9,97666,0.00000,
705019,2004-12-31,2004-01-01,504,9,97001,0.62080,
705018,2004-12-31,2004-01-01,504,9,95200,0.11600,
705017,2004-12-31,2004-01-01,504,9,95025,0.00000,
705016,2004-12-31,2004-01-01,504,9,95015,0.50150,
705015,2004-12-31,2004-01-01,504,9,95001,0.56520,
705014,2004-12-31,2004-01-01,504,9,94001,0.14940,
