ID_VALDA,FIN_VALDA,INI_VALDA,ID_DATO,ID_UNIDAD,ID_MUN,VAL_VALDA,ID_DEPTO
897928,2006-12-31,2006-01-01,541,7,99773,0.00000,
897927,2006-12-31,2006-01-01,541,7,99524,0.00000,
897926,2006-12-31,2006-01-01,541,7,97161,0.00000,
897925,2006-12-31,2006-01-01,541,7,97001,0.00000,
897924,2006-12-31,2006-01-01,541,7,95200,1.00000,
897923,2006-12-31,2006-01-01,541,7,95001,0.00000,
897922,2006-12-31,2006-01-01,541,7,94887,0.00000,
897921,2006-12-31,2006-01-01,541,7,88564,0.00000,
897920,2006-12-31,2006-01-01,541,7,86885,2.00000,
897919,2006-12-31,2006-01-01,541,7,86757,0.00000,
897918,2006-12-31,2006-01-01,541,7,86755,0.00000,
897917,2006-12-31,2006-01-01,541,7,86749,1.00000,
897916,2006-12-31,2006-01-01,541,7,86573,0.00000,
897915,2006-12-31,2006-01-01,541,7,86571,0.00000,
897914,2006-12-31,2006-01-01,541,7,86568,0.00000,
897913,2006-12-31,2006-01-01,541,7,86320,0.00000,
897912,2006-12-31,2006-01-01,541,7,85440,0.00000,
897911,2006-12-31,2006-01-01,541,7,85430,4.00000,
897910,2006-12-31,2006-01-01,541,7,85315,0.00000,
897909,2006-12-31,2006-01-01,541,7,85300,0.00000,
897908,2006-12-31,2006-01-01,541,7,85279,0.00000,
897907,2006-12-31,2006-01-01,541,7,85263,0.00000,
897906,2006-12-31,2006-01-01,541,7,85250,0.00000,
897905,2006-12-31,2006-01-01,541,7,85225,0.00000,
897904,2006-12-31,2006-01-01,541,7,85162,0.00000,
897903,2006-12-31,2006-01-01,541,7,85139,0.00000,
897902,2006-12-31,2006-01-01,541,7,85125,0.00000,
897901,2006-12-31,2006-01-01,541,7,85001,3.00000,
897900,2006-12-31,2006-01-01,541,7,81794,2.00000,
897899,2006-12-31,2006-01-01,541,7,81736,1.00000,
897898,2006-12-31,2006-01-01,541,7,81300,0.00000,
897897,2006-12-31,2006-01-01,541,7,81065,1.00000,
897896,2006-12-31,2006-01-01,541,7,76895,8.00000,
897895,2006-12-31,2006-01-01,541,7,76892,1.00000,
897894,2006-12-31,2006-01-01,541,7,76890,0.00000,
897893,2006-12-31,2006-01-01,541,7,76869,0.00000,
897892,2006-12-31,2006-01-01,541,7,76863,0.00000,
897891,2006-12-31,2006-01-01,541,7,76834,4.00000,
897890,2006-12-31,2006-01-01,541,7,76828,0.00000,
897889,2006-12-31,2006-01-01,541,7,76736,1.00000,
897888,2006-12-31,2006-01-01,541,7,76670,1.00000,
897887,2006-12-31,2006-01-01,541,7,76622,0.00000,
897886,2006-12-31,2006-01-01,541,7,76616,0.00000,
897885,2006-12-31,2006-01-01,541,7,76606,0.00000,
897884,2006-12-31,2006-01-01,541,7,76563,0.00000,
897883,2006-12-31,2006-01-01,541,7,76520,0.00000,
897882,2006-12-31,2006-01-01,541,7,76400,1.00000,
897881,2006-12-31,2006-01-01,541,7,76377,1.00000,
897880,2006-12-31,2006-01-01,541,7,76364,0.00000,
897879,2006-12-31,2006-01-01,541,7,76318,0.00000,
897878,2006-12-31,2006-01-01,541,7,76306,0.00000,
897877,2006-12-31,2006-01-01,541,7,76275,0.00000,
897876,2006-12-31,2006-01-01,541,7,76250,0.00000,
897875,2006-12-31,2006-01-01,541,7,76248,0.00000,
897874,2006-12-31,2006-01-01,541,7,76246,0.00000,
897873,2006-12-31,2006-01-01,541,7,76243,1.00000,
897872,2006-12-31,2006-01-01,541,7,76233,4.00000,
897871,2006-12-31,2006-01-01,541,7,76147,0.00000,
897870,2006-12-31,2006-01-01,541,7,76130,0.00000,
897869,2006-12-31,2006-01-01,541,7,76126,1.00000,
897868,2006-12-31,2006-01-01,541,7,76122,0.00000,
897867,2006-12-31,2006-01-01,541,7,76111,1.00000,
897866,2006-12-31,2006-01-01,541,7,76109,6.00000,
897865,2006-12-31,2006-01-01,541,7,76036,1.00000,
897864,2006-12-31,2006-01-01,541,7,76020,0.00000,
897863,2006-12-31,2006-01-01,541,7,73873,2.00000,
897862,2006-12-31,2006-01-01,541,7,73870,0.00000,
897861,2006-12-31,2006-01-01,541,7,73861,0.00000,
897860,2006-12-31,2006-01-01,541,7,73770,0.00000,
897859,2006-12-31,2006-01-01,541,7,73686,0.00000,
897858,2006-12-31,2006-01-01,541,7,73675,1.00000,
897857,2006-12-31,2006-01-01,541,7,73671,0.00000,
897856,2006-12-31,2006-01-01,541,7,73624,0.00000,
897855,2006-12-31,2006-01-01,541,7,73616,0.00000,
897854,2006-12-31,2006-01-01,541,7,73585,0.00000,
897853,2006-12-31,2006-01-01,541,7,73563,0.00000,
897852,2006-12-31,2006-01-01,541,7,73555,0.00000,
897851,2006-12-31,2006-01-01,541,7,73547,0.00000,
897850,2006-12-31,2006-01-01,541,7,73520,0.00000,
897849,2006-12-31,2006-01-01,541,7,73504,1.00000,
897848,2006-12-31,2006-01-01,541,7,73483,1.00000,
897847,2006-12-31,2006-01-01,541,7,73461,0.00000,
897846,2006-12-31,2006-01-01,541,7,73449,0.00000,
897845,2006-12-31,2006-01-01,541,7,73443,0.00000,
897844,2006-12-31,2006-01-01,541,7,73411,0.00000,
897843,2006-12-31,2006-01-01,541,7,73408,1.00000,
897842,2006-12-31,2006-01-01,541,7,73352,0.00000,
897841,2006-12-31,2006-01-01,541,7,73349,0.00000,
897840,2006-12-31,2006-01-01,541,7,73347,3.00000,
897839,2006-12-31,2006-01-01,541,7,73319,0.00000,
897838,2006-12-31,2006-01-01,541,7,73283,0.00000,
897837,2006-12-31,2006-01-01,541,7,73275,0.00000,
897836,2006-12-31,2006-01-01,541,7,73270,0.00000,
897835,2006-12-31,2006-01-01,541,7,73268,1.00000,
897834,2006-12-31,2006-01-01,541,7,73236,0.00000,
897833,2006-12-31,2006-01-01,541,7,73226,0.00000,
897832,2006-12-31,2006-01-01,541,7,73217,0.00000,
897831,2006-12-31,2006-01-01,541,7,73200,0.00000,
897830,2006-12-31,2006-01-01,541,7,73168,1.00000,
897829,2006-12-31,2006-01-01,541,7,73152,0.00000,
897828,2006-12-31,2006-01-01,541,7,73148,1.00000,
