ID_VALDA,FIN_VALDA,INI_VALDA,ID_DATO,ID_UNIDAD,ID_MUN,VAL_VALDA,ID_DEPTO
997621,1996-12-31,1996-01-01,3,7,08638,79366.00000,
997620,1996-12-31,1996-01-01,3,7,08634,18956.00000,
997619,1996-12-31,1996-01-01,3,7,08606,23297.00000,
997618,1996-12-31,1996-01-01,3,7,08573,32628.00000,
997617,1996-12-31,1996-01-01,3,7,08560,17671.00000,
997615,1996-12-31,1996-01-01,3,7,08549,7103.00000,
997614,1996-12-31,1996-01-01,3,7,08520,23272.00000,
997613,1996-12-31,1996-01-01,3,7,08436,13049.00000,
997612,1996-12-31,1996-01-01,3,7,08433,81876.00000,
997611,1996-12-31,1996-01-01,3,7,08421,23358.00000,
997610,1996-12-31,1996-01-01,3,7,08372,13375.00000,
997609,1996-12-31,1996-01-01,3,7,08296,18695.00000,
997608,1996-12-31,1996-01-01,3,7,08141,13459.00000,
997607,1996-12-31,1996-01-01,3,7,08137,25975.00000,
997606,1996-12-31,1996-01-01,3,7,08078,45401.00000,
997605,1996-12-31,1996-01-01,3,7,08001,1151096.00000,
997604,1996-12-31,1996-01-01,3,7,05895,27483.00000,
997603,1996-12-31,1996-01-01,3,7,05893,11554.00000,
997602,1996-12-31,1996-01-01,3,7,05890,16904.00000,
997601,1996-12-31,1996-01-01,3,7,05887,35710.00000,
997600,1996-12-31,1996-01-01,3,7,05885,8992.00000,
997599,1996-12-31,1996-01-01,3,7,05873,10125.00000,
997598,1996-12-31,1996-01-01,3,7,05861,13722.00000,
997597,1996-12-31,1996-01-01,3,7,05858,15621.00000,
997596,1996-12-31,1996-01-01,3,7,05856,9363.00000,
997595,1996-12-31,1996-01-01,3,7,05854,12549.00000,
997594,1996-12-31,1996-01-01,3,7,05847,37615.00000,
997593,1996-12-31,1996-01-01,3,7,05842,8870.00000,
997592,1996-12-31,1996-01-01,3,7,05837,104410.00000,
997591,1996-12-31,1996-01-01,3,7,05819,9357.00000,
997590,1996-12-31,1996-01-01,3,7,05809,11888.00000,
997589,1996-12-31,1996-01-01,3,7,05792,7157.00000,
997588,1996-12-31,1996-01-01,3,7,05790,24818.00000,
997587,1996-12-31,1996-01-01,3,7,05789,18206.00000,
997586,1996-12-31,1996-01-01,3,7,05761,12497.00000,
997585,1996-12-31,1996-01-01,3,7,05756,43809.00000,
997584,1996-12-31,1996-01-01,3,7,05736,34497.00000,
997583,1996-12-31,1996-01-01,3,7,05697,28415.00000,
997582,1996-12-31,1996-01-01,3,7,05690,13385.00000,
997581,1996-12-31,1996-01-01,3,7,05686,26615.00000,
997580,1996-12-31,1996-01-01,3,7,05679,32341.00000,
997579,1996-12-31,1996-01-01,3,7,05674,23895.00000,
997578,1996-12-31,1996-01-01,3,7,05670,20538.00000,
997577,1996-12-31,1996-01-01,3,7,05667,19702.00000,
997576,1996-12-31,1996-01-01,3,7,05665,28694.00000,
997575,1996-12-31,1996-01-01,3,7,05664,19231.00000,
997574,1996-12-31,1996-01-01,3,7,05660,15545.00000,
997573,1996-12-31,1996-01-01,3,7,05659,19665.00000,
997572,1996-12-31,1996-01-01,3,7,05658,3507.00000,
997571,1996-12-31,1996-01-01,3,7,05656,11035.00000,
997570,1996-12-31,1996-01-01,3,7,05652,9055.00000,
997569,1996-12-31,1996-01-01,3,7,05649,23606.00000,
997568,1996-12-31,1996-01-01,3,7,05647,9806.00000,
997567,1996-12-31,1996-01-01,3,7,05642,18956.00000,
997566,1996-12-31,1996-01-01,3,7,05631,31953.00000,
997565,1996-12-31,1996-01-01,3,7,05628,8795.00000,
997564,1996-12-31,1996-01-01,3,7,05615,79405.00000,
997563,1996-12-31,1996-01-01,3,7,05607,15644.00000,
997562,1996-12-31,1996-01-01,3,7,05604,18320.00000,
997561,1996-12-31,1996-01-01,3,7,05591,11725.00000,
997560,1996-12-31,1996-01-01,3,7,05585,13467.00000,
997559,1996-12-31,1996-01-01,3,7,05579,35796.00000,
997558,1996-12-31,1996-01-01,3,7,05576,10399.00000,
997557,1996-12-31,1996-01-01,3,7,05543,9368.00000,
997556,1996-12-31,1996-01-01,3,7,05541,16689.00000,
997555,1996-12-31,1996-01-01,3,7,05501,2818.00000,
997554,1996-12-31,1996-01-01,3,7,05495,10619.00000,
997553,1996-12-31,1996-01-01,3,7,05490,35642.00000,
997552,1996-12-31,1996-01-01,3,7,05483,15385.00000,
997551,1996-12-31,1996-01-01,3,7,05480,13402.00000,
997550,1996-12-31,1996-01-01,3,7,05475,3125.00000,
997549,1996-12-31,1996-01-01,3,7,05467,9676.00000,
997548,1996-12-31,1996-01-01,3,7,05440,38144.00000,
997547,1996-12-31,1996-01-01,3,7,05425,8772.00000,
997546,1996-12-31,1996-01-01,3,7,05411,10593.00000,
997545,1996-12-31,1996-01-01,3,7,05400,17456.00000,
997544,1996-12-31,1996-01-01,3,7,05380,44433.00000,
997543,1996-12-31,1996-01-01,3,7,05376,40895.00000,
997542,1996-12-31,1996-01-01,3,7,05368,17251.00000,
997541,1996-12-31,1996-01-01,3,7,05364,15833.00000,
997540,1996-12-31,1996-01-01,3,7,05361,36938.00000,
997539,1996-12-31,1996-01-01,3,7,05360,210776.00000,
997538,1996-12-31,1996-01-01,3,7,05353,4720.00000,
997537,1996-12-31,1996-01-01,3,7,05347,7795.00000,
997536,1996-12-31,1996-01-01,3,7,05321,6818.00000,
997535,1996-12-31,1996-01-01,3,7,05318,30653.00000,
